part_name,display_name,group,parent_part,blender_bone,body_type,detail_level,collision_layer,shape_type,shape_radius_frac,shape_height_frac,mass,grab_stiffness,is_grabbable,is_targetable,is_internal,joint_type,joint_limit_x_min,joint_limit_x_max,joint_limit_y_min,joint_limit_y_max,joint_limit_z_min,joint_limit_z_max,soft_spring_stiffness,soft_spring_damping,linear_damp,angular_damp,nerve_sensitivity,nerve_zone,comfort_weight,discomfort_weight,stimulation_decay,lod_awake,passive_core,ground_contact
vaginal_passage_3_bot,Vaginal Passage 3 Bot,vaginal_passage,vaginal_passage_2_bot,vaginal_passage_3_bot,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.8,EROGENOUS,0.7,0.2,0.3,False,False,False
vaginal_passage_3_left,Vaginal Passage 3 Left,vaginal_passage,vaginal_passage_2_left,vaginal_passage_3_left,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.8,EROGENOUS,0.7,0.2,0.3,False,False,False
vaginal_passage_3_right,Vaginal Passage 3 Right,vaginal_passage,vaginal_passage_2_right,vaginal_passage_3_right,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.8,EROGENOUS,0.7,0.2,0.3,False,False,False
vaginal_passage_3_top,Vaginal Passage 3 Top,vaginal_passage,vaginal_passage_2_top,vaginal_passage_3_top,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.8,EROGENOUS,0.7,0.2,0.3,False,False,False
vaginal_passage_4_bot,Vaginal Passage 4 Bot,vaginal_passage,vaginal_passage_3_bot,vaginal_passage_4_bot,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.76,EROGENOUS,0.66,0.18,0.3,False,False,False
vaginal_passage_4_left,Vaginal Passage 4 Left,vaginal_passage,vaginal_passage_3_left,vaginal_passage_4_left,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.76,EROGENOUS,0.66,0.18,0.3,False,False,False
vaginal_passage_4_right,Vaginal Passage 4 Right,vaginal_passage,vaginal_passage_3_right,vaginal_passage_4_right,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.76,EROGENOUS,0.66,0.18,0.3,False,False,False
vaginal_passage_4_top,Vaginal Passage 4 Top,vaginal_passage,vaginal_passage_3_top,vaginal_passage_4_top,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.76,EROGENOUS,0.66,0.18,0.3,False,False,False
vaginal_passage_5_bot,Vaginal Passage 5 Bot,vaginal_passage,vaginal_passage_4_bot,vaginal_passage_5_bot,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.72,EROGENOUS,0.62,0.18,0.3,False,False,False
vaginal_passage_5_left,Vaginal Passage 5 Left,vaginal_passage,vaginal_passage_4_left,vaginal_passage_5_left,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.72,EROGENOUS,0.62,0.18,0.3,False,False,False
vaginal_passage_5_right,Vaginal Passage 5 Right,vaginal_passage,vaginal_passage_4_right,vaginal_passage_5_right,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.72,EROGENOUS,0.62,0.18,0.3,False,False,False
vaginal_passage_5_top,Vaginal Passage 5 Top,vaginal_passage,vaginal_passage_4_top,vaginal_passage_5_top,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.72,EROGENOUS,0.62,0.18,0.3,False,False,False
vaginal_passage_6_bot,Vaginal Passage 6 Bot,vaginal_passage,vaginal_passage_5_bot,vaginal_passage_6_bot,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.6,EROGENOUS,0.5,0.15,0.3,False,False,False
vaginal_passage_6_left,Vaginal Passage 6 Left,vaginal_passage,vaginal_passage_5_left,vaginal_passage_6_left,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.6,EROGENOUS,0.5,0.15,0.3,False,False,False
vaginal_passage_6_right,Vaginal Passage 6 Right,vaginal_passage,vaginal_passage_5_right,vaginal_passage_6_right,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.6,EROGENOUS,0.5,0.15,0.3,False,False,False
vaginal_passage_6_top,Vaginal Passage 6 Top,vaginal_passage,vaginal_passage_5_top,vaginal_passage_6_top,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.6,EROGENOUS,0.5,0.15,0.3,False,False,False
vaginal_passage_7_bot,Vaginal Passage 7 Bot,vaginal_passage,vaginal_passage_6_bot,vaginal_passage_7_bot,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,EROGENOUS,0.4,0.12,0.3,False,False,False
vaginal_passage_7_left,Vaginal Passage 7 Left,vaginal_passage,vaginal_passage_6_left,vaginal_passage_7_left,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,EROGENOUS,0.4,0.12,0.3,False,False,False
vaginal_passage_7_right,Vaginal Passage 7 Right,vaginal_passage,vaginal_passage_6_right,vaginal_passage_7_right,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,EROGENOUS,0.4,0.12,0.3,False,False,False
vaginal_passage_7_top,Vaginal Passage 7 Top,vaginal_passage,vaginal_passage_6_top,vaginal_passage_7_top,female,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,EROGENOUS,0.4,0.12,0.3,False,False,False
vaginal_ring_bot,Vaginal Ring Bot,vaginal_passage,pelvis,vaginal_ring_bot,female,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.92,EROGENOUS,0.85,0.25,0.3,False,False,False
vaginal_ring_left,Vaginal Ring Left,vaginal_passage,pelvis,vaginal_ring_left,female,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.92,EROGENOUS,0.85,0.25,0.3,False,False,False
vaginal_ring_right,Vaginal Ring Right,vaginal_passage,pelvis,vaginal_ring_right,female,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.92,EROGENOUS,0.85,0.25,0.3,False,False,False
vaginal_ring_top,Vaginal Ring Top,vaginal_passage,pelvis,vaginal_ring_top,female,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.92,EROGENOUS,0.85,0.25,0.3,False,False,False
